Term,Synonym,UG/GR,Section Number,Subject,Course #,Section #,Crs Level,Course Type,Reg Restrictions,Bldg,Room,Section Title,Faculty Name (LFM),Faculty Name 2 (LFM),Sec Start Date,Meeting Start Date,Sec End Date,Meeting End Date,Start Time,End Time,Days,Sec Num Of Weeks ,Min Cred,Max Cred,Capacity,Enr Count,Wait,Depts,Divisions,College,Faculty Last Name,Faculty First Name,Instr Method,Sun,Mon,Tue,Wed,Thu,Fri,Sat,SEC.XLIST,SEC.FEE,Primary Section ,SEC.COMMENTS,SEC.PRINTED.COMMENTS,Academic Year,Term Sort No,Only Pass/NoPass,Allow Pass/NoPass,Bldg,Room,Start Date,End Date,Start Time,Start Time 24hr,End Time,End Time 24hr
2023SP,1678,UG,NURS-4005C-206,NURS,4005C,206,4,"CLINC, T2","LEVEL, WKNUR",,*,Community Health Nursing Clini,"Becknell, Bethany Ann",,3/6/2023,3/6/2023,5/5/2023,5/5/2023,,,,9,0,0,10,0,,NURS,NHSCI,PROF (College Professional Studies),Becknell,Bethany,CLIN,,,,,,,,,0,NURS-4005C-206,,,2022,3,N,Y,,,3/6/2023,5/5/2023,,,,
2023SP,1679,UG,NURS-4005C-208,NURS,4005C,208,4,"CLINC, T2","LEVEL, WKNUR",,*,Community Health Nursing Clini,"Becknell, Bethany Ann",,3/6/2023,3/6/2023,5/5/2023,5/5/2023,,,,9,0,0,10,0,,NURS,NHSCI,PROF (College Professional Studies),Becknell,Bethany,CLIN,,,,,,,,,0,NURS-4005C-208,,,2022,3,N,Y,,,3/6/2023,5/5/2023,,,,
2023SP,1681,UG,ECON-2113-201,ECON,2113,201,2,"INT, T1","LEVEL, PARAPROF, UONLN",,*,Macroeconomic Principles,"Becknell, Bethany Ann",,1/9/2023,1/9/2023,3/3/2023,3/3/2023,,,,8,3,0,35,0,,BUSI,BUSI,PROF (College Professional Studies),Becknell,Bethany,WEB,,,,,,,,,0,ECON-2113-201,,,2022,3,N,N,,,1/9/2023,3/3/2023,,,,
2023SP,1682,UG,NURS-3034-202,NURS,3034,202,3,INT,"WKNUR, LEVEL",,*,Hlth Care Miss & Christian Ser,"Becknell, Bethany Ann","Jackson, Jeri Nichole",3/6/2023,3/6/2023,5/5/2023,5/5/2023,,,,9,4,0,40,0,,NURS,NHSCI,PROF (College Professional Studies),Becknell,Bethany,WEB,,,,,,,,,0,NURS-3034-202,,,2022,3,N,Y,,,3/6/2023,5/5/2023,,,,
2023SP,1701,UG,BIBL-4803-202,BIBL,4803,202,4,INT,"PARAPROF, WKNUR, UONLN, LEVEL",,*,Ss: Peacemaking in the Workpla,"Becknell, Bethany Ann","Hale, Kelliann Davidson",3/6/2023,3/6/2023,5/5/2023,5/5/2023,,,,9,3,0,30,0,,BIBLE,BIBLE,HBIBL (College of Humanities and Bible),Becknell,Bethany,WEB,,,,,,,,,0,BIBL-4803-202,,,2022,3,N,N,,,3/6/2023,5/5/2023,,,,
2023SP,1702,UG,BIOL-2624-204,BIOL,2624,204,2,INT,"LEVEL, WKNUR",,*,Principles of Microbiology,"Becknell, Bethany Ann",,3/6/2023,3/6/2023,5/5/2023,5/5/2023,,,,9,4,0,25,0,,BIOS,NHSCI,PROF (College Professional Studies),Becknell,Bethany,WEB,,,,,,,,,0,BIOL-2624-204,,,2022,3,N,Y,,,3/6/2023,5/5/2023,,,,
2023SP,1703,UG,NURS-3034C-202,NURS,3034C,202,3,"CLINC, INT, T2","WKNUR, LEVEL",,*,Hlt Cr Miss & Chrst Ser Clinic,"Becknell, Bethany Ann",,3/6/2023,3/6/2023,5/5/2023,5/5/2023,,,,9,0,0,0,0,,NURS,NHSCI,PROF (College Professional Studies),Becknell,Bethany,CLIN,,,,,,,,,0,NURS-3034C-202,,,2022,3,N,Y,,,3/6/2023,5/5/2023,,,,
2023SP,3191,UG,MUSC-1571-01,MUSC,1571,1,1,PML,"LEVEL, SECOKENR",GC,GC*178,Guitar,"Belanus, Brian",,1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,,16,1,0,15,0,,MUSIC,FPART,HBIBL (College of Humanities and Bible),Belanus,Brian,LEC,,,,,,,,,0,MUSC-1571-01,,,2022,3,N,N,GC,178,1/8/2023,4/27/2023,,,,
2023SP,3192,UG,MUSC-1572-01,MUSC,1572,1,1,PML,"LEVEL, SECOKENR",GC,GC*178,Guitar,"Belanus, Brian",,1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,,16,2,0,0,0,,MUSIC,FPART,HBIBL (College of Humanities and Bible),Belanus,Brian,LEC,,,,,,,,,0,MUSC-1572-01,,,2022,3,N,N,GC,178,1/8/2023,4/27/2023,,,,
2023SP,3065,UG,ELEC-3313-01,ELEC,3313,1,3,STND,"LEVEL, SECOKENR",HSH,HSH*201,Electronic Devices,"Bigelow, Jeffrey Mark",,1/8/2023,"2023-01-08, 2023-01-08",4/27/2023,"2023-04-27, 2023-04-27"," 1:40 PM,  2:40 PM"," 2:30 PM,  5:30 PM",M W FTH,16,3,0,15,0,,ECE,ENGCS,PROF (College Professional Studies),Bigelow,Jeffrey,"LEC, LAB",", ","Y, ",", ","Y, ",", Y","Y, ",", ",,0,ELEC-3313-01,,,2022,3,N,N,"HSH, HSH","201, 201","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 1:40 PM,  2:40 PM","13:40:00, 14:40:00"," 2:30 PM,  5:30 PM","14:30:00, 17:30:00"
2023SP,6358,UG,ENGR-1242-01,ENGR,1242,1,1,STND,"LEVEL, SECOKENR",HSH,HSH*206,Engineering Fundamentals,"Bigelow, Jeffrey Mark",,1/8/2023,"2023-01-08, 2023-01-08",4/27/2023,"2023-04-27, 2023-04-27"," 8:00 AM,  8:00 AM"," 10:50 AM,  10:50 AM",TTH,16,2,0,20,0,,ECE,ENGCS,PROF (College Professional Studies),Bigelow,Jeffrey,"LAB, LEC",", ",", ","Y, ",", ",", Y",", ",", ",,0,ENGR-1242-01,,,2022,3,N,N,"HSH, PEC","206, 103","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 8:00 AM,  8:00 AM","08:00:00, 08:00:00"," 10:50 AM,  10:50 AM","10:50:00, 10:50:00"
2023SP,6375,GR,ENGR-5213-01,ENGR,5213,1,5,STND,LEVEL,NSW,NSW*204,Tools of Operations Research,"Bigelow, Jeffrey Mark",,1/8/2023,1/8/2023,3/3/2023,3/3/2023, 6:00 PM, 9:00 PM,T,8,3,0,27,0,,ENGR,ENGCS,PROF (College Professional Studies),Bigelow,Jeffrey,LEC,,,Y,,,,,,0,ENGR-5213-01,**CLASSMERGE:ENGR-5213-91,,2022,3,N,N,NSW,204,1/8/2023,3/3/2023, 6:00 PM,18:00:00, 9:00 PM,21:00:00
2023SP,885,GR,ENGR-5213-02,ENGR,5213,2,5,STND,LEVEL,NSW,NSW*204,Tools of Operations Research,"Bigelow, Jeffrey Mark",,3/6/2023,3/6/2023,4/27/2023,4/27/2023, 6:00 PM, 7:30 PM,T,8,3,0,30,0,,ENGR,ENGCS,PROF (College Professional Studies),Bigelow,Jeffrey,LEC,,,Y,,,,,,0,ENGR-5213-02,**CLASSMERGE:ENGR-5213-92,,2022,3,N,N,NSW,204,3/6/2023,4/27/2023, 6:00 PM,18:00:00, 7:30 PM,19:30:00
2023SP,72,UG,ENGL-1113-26,ENGL,1113,26,1,"CC, GENED, COREU, NP","LEVEL, SECOKENR, CNCUR",,*,English Comp I,"Black, Andrew","Knowles, Sada Ji",1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,,16,3,0,0,0,,LALT,LLC,HBIBL (College of Humanities and Bible),Black,Andrew,LEC,,,,,,,,,0,ENGL-1113-26,,,2022,3,N,N,,,1/8/2023,4/27/2023,,,,
2023SP,71,UG,ENGL-1213-26,ENGL,1213,26,1,"CC, GENED, COREU, NP","LEVEL, SECOKENR, CNCUR",,*,English Comp II,"Black, Andrew","Knowles, Sada Ji",1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,,16,3,0,0,0,,LALT,LLC,HBIBL (College of Humanities and Bible),Black,Andrew,LEC,,,,,,,,,0,ENGL-1213-26,,,2022,3,N,N,,,1/8/2023,4/27/2023,,,,
2023SP,9182,UG,CRMJ-2023-01,CRMJ,2023,1,2,"STND, GENED","LEVEL, SECOKENR",DAH,DAH*218,Policing in America,"Brown, Sid D.",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 10:00 AM, 10:50 AM,MWF,16,3,0,30,0,,BASS,EBASS,HBIBL (College of Humanities and Bible),Brown,Sid,LEC,,Y,,Y,,Y,,,0,CRMJ-2023-01,,,2022,3,N,N,DAH,218,1/8/2023,4/27/2023, 10:00 AM,10:00:00, 10:50 AM,10:50:00
2023SP,9203,UG,CRMJ-2033-01,CRMJ,2033,1,2,"STND, GENED","LEVEL, SECOKENR",DAH,DAH*218,American Corrections,"Brown, Sid D.",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 1:10 PM, 2:25 PM,MW,16,3,0,30,0,,BASS,EBASS,HBIBL (College of Humanities and Bible),Brown,Sid,LEC,,Y,,Y,,,,,0,CRMJ-2033-01,,,2022,3,N,N,DAH,218,1/8/2023,4/27/2023, 1:10 PM,13:10:00, 2:25 PM,14:25:00
2023SP,9951,UG,CRMJ-3023-01,CRMJ,3023,1,3,PRAC,"LEVEL, SECOKENR",,*,Criminal Justice Practicum,"Brown, Sid D.",,1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,,16,3,0,20,0,,BASS,EBASS,HBIBL (College of Humanities and Bible),Brown,Sid,PRA,,,,,,,,,0,CRMJ-3023-01,,,2022,3,N,N,,,1/8/2023,4/27/2023,,,,
2023SP,9900,UG,CRMJ-4003-01,CRMJ,4003,1,4,STND,"LEVEL, SECOKENR",DAH,DAH*218,Capstone Contemporary Issues I,"Brown, Sid D.",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 1:10 PM, 2:25 PM,TTH,16,3,0,20,0,,BASS,EBASS,HBIBL (College of Humanities and Bible),Brown,Sid,LEC,,,Y,,Y,,,,0,CRMJ-4003-01,,,2022,3,N,N,DAH,218,1/8/2023,4/27/2023, 1:10 PM,13:10:00, 2:25 PM,14:25:00
2023SP,9181,UG,CRMJ-4023-01,CRMJ,4023,1,4,STND,"LEVEL, SECOKENR",DAH,DAH*218,Ethics in Criminal Justice,"Brown, Sid D.",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 9:30 AM, 10:45 AM,TTH,16,3,0,20,0,,BASS,EBASS,HBIBL (College of Humanities and Bible),Brown,Sid,LEC,,,Y,,Y,,,,0,CRMJ-4023-01,,,2022,3,N,N,DAH,218,1/8/2023,4/27/2023, 9:30 AM,9:30:00, 10:45 AM,10:45:00
2023SP,9313,GR,ENGR-5333-01,ENGR,5333,1,5,STND,LEVEL,HSH,HSH*211,Engr Probability & Inference,"Bryan, Jennifer Joanne",,3/6/2023,3/6/2023,4/27/2023,4/27/2023, 6:00 PM, 7:30 PM,M,8,3,0,25,0,,ENGR,ENGCS,PROF (College Professional Studies),Bryan,Jennifer,LEC,,Y,,,,,,,0,ENGR-5333-01,,,2022,3,N,N,HSH,211,3/6/2023,4/27/2023, 6:00 PM,18:00:00, 7:30 PM,19:30:00
2023SP,9316,GR,ENGR-5333-91,ENGR,5333,91,5,INT,LEVEL,,*,Engr Probability & Inference,"Bryan, Jennifer Joanne",,3/6/2023,3/6/2023,4/27/2023,4/27/2023,,,,8,3,0,15,0,,ENGR,ENGCS,PROF (College Professional Studies),Bryan,Jennifer,WEB,,,,,,,,,0,ENGR-5333-91,,,2022,3,N,N,,,3/6/2023,4/27/2023,,,,
2023SP,,UG,MATH-2913-01,MATH,2913,1,2,STND,"LEVEL, SECOKENR",HSH,HSH*211,Statistical Methods,"Bryan, Jennifer Joanne",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 9:00 AM, 9:50 AM,MWF,16,3,0,40,0,,MATH,ENGCS,PROF (College Professional Studies),Bryan,Jennifer,LEC,,Y,,Y,,Y,,,0,MATH-2913-01,,,2022,3,N,N,HSH,211,1/8/2023,4/27/2023, 9:00 AM,9:00:00, 9:50 AM,9:50:00
2023SP,4520,UG,MATH-2913-02,MATH,2913,2,2,STND,"LEVEL, SECOKENR",PEC,PEC*229,Statistical Methods,"Bryan, Jennifer Joanne",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 11:40 AM, 12:30 PM,MWF,16,3,0,40,0,,MATH,ENGCS,PROF (College Professional Studies),Bryan,Jennifer,LEC,,Y,,Y,,Y,,,0,MATH-2913-02,,,2022,3,N,N,PEC,229,1/8/2023,4/27/2023, 11:40 AM,11:40:00, 12:30 PM,12:30:00
2023SP,,UG,MATH-3013-01,MATH,3013,1,3,STND,"LEVEL, SECOKENR",HSH,HSH*211,Differential Equations,"Bryan, Jennifer Joanne",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 10:00 AM, 10:50 AM,MWF,16,3,0,40,0,,MATH,ENGCS,PROF (College Professional Studies),Bryan,Jennifer,LEC,,Y,,Y,,Y,,,0,MATH-3013-01,,,2022,3,N,N,HSH,211,1/8/2023,4/27/2023, 10:00 AM,10:00:00, 10:50 AM,10:50:00
2023SP,9278,UG,JAPN-1213-01,JAPN,1213,1,1,"STND, GENED","LEVEL, SECOKENR",LC,LC*237,Basic Japanese II,"Burkhalter, Kaoru A",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 11:40 AM, 12:55 PM,TTH,16,3,0,12,0,,LALT,LLC,HBIBL (College of Humanities and Bible),Burkhalter,Kaoru,LEC,,,Y,,Y,,,,0,JAPN-1213-01,,,2022,3,N,N,LC,237,1/8/2023,4/27/2023, 11:40 AM,11:40:00, 12:55 PM,12:55:00
2023SP,3525,UG,MECH-3443-01,MECH,3443,1,3,STND,"LEVEL, SECOKENR",HSH,HSH*211,Fluid Mechanics,"Buxton, Bradley James",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 12:40 PM, 1:30 PM,MWF,16,3,0,30,0,,MECH,ENGCS,PROF (College Professional Studies),Buxton,Bradley,LEC,,Y,,Y,,Y,,,0,MECH-3443-01,,,2022,3,N,N,HSH,211,1/8/2023,4/27/2023, 12:40 PM,12:40:00, 1:30 PM,13:30:00
2023SP,3531,UG,MECH-4732-01,MECH,4732,1,4,OK11A,"LEVEL, SECOKENR",PEC,PEC*229,Systems Design I,"Buxton, Bradley James",,1/8/2023,"2023-01-08, 2023-01-08",4/27/2023,"2023-04-27, 2023-04-27"," 2:40 PM,  11:00 AM"," 5:30 PM,  12:30 PM",THW,16,2,0,30,0,,MECH,ENGCS,PROF (College Professional Studies),Buxton,Bradley,LAB,", ",", ",", ",", Y","Y, ",", ",", ",,0,MECH-4732-01,Toastmasters meets on Wednesday at 11:40 am,Toastmasters meets on Wednesday at 11:40 am,2022,3,N,N,"PEC, SC","229, DUNCAN","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 2:40 PM,  11:00 AM","14:40:00, 11:00:00"," 5:30 PM,  12:30 PM","17:30:00, 12:30:00"
2023SP,3532,UG,MECH-4753-01,MECH,4753,1,4,OK11A,"LEVEL, SECOKENR",PEC,PEC*229,Systems Design III,"Buxton, Bradley James","Reish, Benjamin David",1/8/2023,"2023-01-08, 2023-01-08",4/27/2023,"2023-04-27, 2023-04-27"," 2:40 PM,  11:00 AM"," 5:30 PM,  12:30 PM",M W FW,16,3,0,30,0,,MECH,ENGCS,PROF (College Professional Studies),Buxton,Bradley,LAB,", ","Y, ",", ","Y, Y",", ","Y, ",", ",,0,MECH-4753-01,Toastmasters meets on Wednesday at 11:40 am,Toastmasters meets on Wednesday at 11:40 am,2022,3,N,N,"PEC, SC","229, DUNCAN","2023-01-08, 2023-01-08","2023-04-27, 2023-04-27"," 2:40 PM,  11:00 AM","14:40:00, 11:00:00"," 5:30 PM,  12:30 PM","17:30:00, 12:30:00"
2023SP,1578,UG,MECH-4803-01,MECH,4803,1,4,STND,LEVEL,PEC,PEC*102,Ss: Computational Fluid Dynami,"Buxton, Bradley James",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 1:40 PM, 2:30 PM,MWF,16,3,0,30,0,,MECH,ENGCS,PROF (College Professional Studies),Buxton,Bradley,LEC,,Y,,Y,,Y,,,0,MECH-4803-01,,,2022,3,N,N,PEC,102,1/8/2023,4/27/2023, 1:40 PM,13:40:00, 2:30 PM,14:30:00
2023SP,3153,UG,MUSC-1511-04,MUSC,1511,4,1,PML,"LEVEL, SECOKENR",GC,GC*132,Voice,"Carter, Caroline V",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 3:30 PM, 4:20 PM,TH,16,1,0,0,0,,MUSIC,FPART,HBIBL (College of Humanities and Bible),Carter,Caroline,LEC,,,,,Y,,,,0,MUSC-1511-04,,,2022,3,N,N,GC,132,1/8/2023,4/27/2023, 3:30 PM,15:30:00, 4:20 PM,16:20:00
2023SP,3093,UG,EDUC-3121-01,EDUC,3121,1,3,STND,"2.65, LEVEL, SOPH, SECOKENR",DAH,DAH*211,Orientation to Teacher Ed,"Cassady, Allison H",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 9:00 AM, 9:50 AM,F,16,1,0,0,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Cassady,Allison,LEC,,,,,,Y,,,0,EDUC-3121-01,,,2022,3,N,N,DAH,211,1/8/2023,4/27/2023, 9:00 AM,9:00:00, 9:50 AM,9:50:00
2023SP,3094,UG,EDUC-3122-01,EDUC,3122,1,3,STND,"2.65, LEVEL, SOPH, SECOKENR",DAH,DAH*211,The School in American Culture,"Cassady, Allison H",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 9:00 AM, 9:50 AM,MW,16,2,0,0,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Cassady,Allison,LEC,,Y,,Y,,,,,0,EDUC-3122-01,,,2022,3,N,N,DAH,211,1/8/2023,4/27/2023, 9:00 AM,9:00:00, 9:50 AM,9:50:00
2023SP,7595,UG,EDUC-3131-01,EDUC,3131,1,3,"STND, NP","LEVEL, SECOKENR",DAH,DAH*211,Classroom Mgmt Strategies,"Cassady, Allison H",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 8:00 AM, 8:50 AM,M,16,1,0,1,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Cassady,Allison,LEC,,Y,,,,,,,0,EDUC-3131-01,,,2022,3,N,N,DAH,211,1/8/2023,4/27/2023, 8:00 AM,8:00:00, 8:50 AM,8:50:00
2023SP,3095,UG,EDUC-3213-01,EDUC,3213,1,3,STND,"2.65, LEVEL, ATE, SECOKENR",DAH,DAH*211,"Learning,Inst,& Assessment","Cassady, Allison H",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 10:00 AM, 10:50 AM,MWF,16,3,0,25,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Cassady,Allison,LEC,,Y,,Y,,Y,,,0,EDUC-3213-01,,,2022,3,N,N,DAH,211,1/8/2023,4/27/2023, 10:00 AM,10:00:00, 10:50 AM,10:50:00
2023SP,3102,UG,EDUC-4131-01,EDUC,4131,1,4,STND,"3.0.EDUC, LEVEL, SECOKENR",DAH,DAH*221,Applied Instruct & Assessment,"Cassady, Allison H",,1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,MTWTHF,16,1,0,0,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Cassady,Allison,LEC,,Y,Y,Y,Y,Y,,,0,EDUC-4131-01,"CLASS MEETS DAILY; TWO WEEKS BEFORE AND ONE WEEK , BETWEEN THE TWO SIX-WEEK STUDENT TEACHING , SESSIONS","CLASS MEETS DAILY; TWO WEEKS BEFORE AND ONE WEEK, BETWEEN THE TWO SIX-WEEK STUDENT TEACHING, SESSIONS",2022,3,N,N,DAH,221,1/8/2023,4/27/2023,,,,
2023SP,3104,UG,EDUC-4618-01,EDUC,4618,1,4,STND,"3.0.EDUC, LEVEL, SECOKENR",,*,Student Tch in Elem School,"Cassady, Allison H",,1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,MTWTHF,16,8,0,35,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Cassady,Allison,PRA,,Y,Y,Y,Y,Y,,,0,EDUC-4618-01,,,2022,3,N,N,,,1/8/2023,4/27/2023,,,,
2023SP,3105,UG,EDUC-4718-01,EDUC,4718,1,4,STND,"3.0.EDUC, LEVEL, SECOKENR",,*,Student Tch in Secondary Sch,"Cassady, Allison H",,1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,MTWTHF,16,8,0,35,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Cassady,Allison,LEC,,Y,Y,Y,Y,Y,,,0,EDUC-4718-01,,,2022,3,N,N,,,1/8/2023,4/27/2023,,,,
2023SP,3106,UG,EDUC-4818-01,EDUC,4818,1,4,STND,"3.0.EDUC, LEVEL, SECOKENR",,*,Student Tch Elem and Sec Sch,"Cassady, Allison H",,1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,MTWTHF,16,8,0,35,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Cassady,Allison,LEC,,Y,Y,Y,Y,Y,,,0,EDUC-4818-01,,,2022,3,N,N,,,1/8/2023,4/27/2023,,,,
2023SP,3108,UG,ELEM-3323-01,ELEM,3323,1,3,STND,"LEVEL, SECOKENR",DAH,DAH*211,Movement and Fine Arts,"Cassady, Allison H",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 9:30 AM, 10:45 AM,TTH,16,3,0,0,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Cassady,Allison,LEC,,,Y,,Y,,,,0,ELEM-3323-01,,,2022,3,N,N,DAH,211,1/8/2023,4/27/2023, 9:30 AM,9:30:00, 10:45 AM,10:45:00
2023SP,1691,UG,EDUC-4331-01,EDUC,4331,1,1,STND,LEVEL,DAH,DAH*221,Classroom Mgmt Strategies II,"Cassady, Allison H",,1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,MTWTHF,16,1,0,0,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Cassady,Allison,LEC,,Y,Y,Y,Y,Y,,,0,EDUC-4331-01,,,2022,3,N,N,DAH,221,1/8/2023,4/27/2023,,,,
2023SP,3086,UG,ECED-4013-01,ECED,4013,1,4,STND,"LEVEL, SECOKENR",DAH,DAH*211,Cognitive Skills,"Chambers, Joan Arleen",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 11:40 AM, 12:55 PM,TTH,16,3,0,0,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Chambers,Joan,LEC,,,Y,,Y,,,,0,ECED-4013-01,,,2022,3,N,N,DAH,211,1/8/2023,4/27/2023, 11:40 AM,11:40:00, 12:55 PM,12:55:00
2023SP,3087,UG,ECED-4013P-01,ECED,4013P,1,4,PRAC,"LEVEL, SECOKENR",TBA,TBA*TBA,Cognitive Skills-Practicum,"Chambers, Joan Arleen",,1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,,16,0,0,0,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Chambers,Joan,PRA,,,,,,,,,0,ECED-4013P-01,,,2022,3,N,N,TBA,TBA,1/8/2023,4/27/2023,,,,
2023SP,3088,UG,ECED-4023-01,ECED,4023,1,4,STND,"LEVEL, SECOKENR",DAH,DAH*211,Topics in Early Childhood,"Chambers, Joan Arleen",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 8:00 AM, 9:15 AM,TTH,16,3,0,0,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Chambers,Joan,LEC,,,Y,,Y,,,2509,0,ECED-4023-01,,,2022,3,N,N,DAH,211,1/8/2023,4/27/2023, 8:00 AM,8:00:00, 9:15 AM,9:15:00
2023SP,3089,UG,ECED-4111-01,ECED,4111,1,4,STND,"LEVEL, SECOKENR",,*,Early Childhood Practicum,"Chambers, Joan Arleen",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 2:40 PM, 3:30 PM,M,16,1,0,0,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Chambers,Joan,PRA,,Y,,,,,,,0,ECED-4111-01,,,2022,3,N,N,,,1/8/2023,4/27/2023, 2:40 PM,14:40:00, 3:30 PM,15:30:00
2023SP,3098,UG,EDUC-3723-01,EDUC,3723,1,3,STND,"LEVEL, ATE, SECOKENR",DAH,DAH*224,Educ of the Exceptional Child,"Chambers, Joan Arleen",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 9:00 AM, 9:50 AM,MWF,16,3,0,35,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Chambers,Joan,LEC,,Y,,Y,,Y,,,0,EDUC-3723-01,,,2022,3,N,N,DAH,224,1/8/2023,4/27/2023, 9:00 AM,9:00:00, 9:50 AM,9:50:00
2023SP,3099,UG,EDUC-4013-01,EDUC,4013,1,4,STND,"3.0.EDUC, LEVEL, SECOKENR",DAH,DAH*221,Human Rel and Cultural Aware.,"Chambers, Joan Arleen","Dudley, Kelli M",1/8/2023,1/8/2023,4/27/2023,4/27/2023,,,MTWTHF,16,3,0,30,0,,EDUC,EBASS,HBIBL (College of Humanities and Bible),Chambers,Joan,LEC,,Y,Y,Y,Y,Y,,,0,EDUC-4013-01,"Class meets daily;two weeks before and one week between the two, six-week student teaching sessions.","Class meets daily;two weeks before and one week between the two, six-week student teaching sessions.",2022,3,N,N,DAH,221,1/8/2023,4/27/2023,,,,
2023SP,8687,UG,CHDV-4023-01,CHDV,4023,1,4,STND,LEVEL,DAH,DAH*211,Topics in Early Childhood,"Chambers, Joan Arleen",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 8:00 AM, 9:15 AM,TTH,16,3,0,0,0,,EDUC                     BASS,"EBASS, EBASS",HBIBL                    HBIBL,Chambers,Joan,LEC,,,Y,,Y,,,2509,0,ECED-4023-01,**CLASSMERGE:ECED-4023-01,,2022,3,N,N,DAH,211,1/8/2023,4/27/2023, 8:00 AM,8:00:00, 9:15 AM,9:15:00
2023SP,1497,UG,BIBL-1103-03,BIBL,1103,3,1,"STND, GENED","FRESH, LEVEL",WBC,WBC*125,Story: Intro to Christian Worl,"Chancey, Dudley Hendry",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 11:40 AM, 12:55 PM,MW,16,3,0,40,0,,BIBLE,BIBLE,HBIBL (College of Humanities and Bible),Chancey,Dudley,LEC,,Y,,Y,,,,,0,BIBL-1103-03,,,2022,3,N,N,WBC,125,1/8/2023,4/27/2023, 11:40 AM,11:40:00, 12:55 PM,12:55:00
2023SP,1618,UG,YTMN-4313-01,YTMN,4313,1,4,STND,LEVEL,WBC,WBC*120,"Vol, Parents,staff in Yth/Fam","Chancey, Dudley Hendry",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 1:40 PM, 2:55 PM,MW,16,3,0,25,0,,BIBLE,BIBLE,HBIBL (College of Humanities and Bible),Chancey,Dudley,LEC,,Y,,Y,,,,,0,YTMN-4313-01,,,2022,3,N,Y,WBC,120,1/8/2023,4/27/2023, 1:40 PM,13:40:00, 2:55 PM,14:55:00
2023SP,3152,UG,MUSC-1511-02,MUSC,1511,2,1,PML,"LEVEL, SECOKENR",GC,GC*132,Voice,"Coale, Laura Rucker",,1/8/2023,1/8/2023,4/27/2023,4/27/2023, 5:30 PM, 6:30 PM,W,16,1,0,16,0,,MUSIC,FPART,HBIBL (College of Humanities and Bible),Coale,Laura,LEC,,,,Y,,,,,0,MUSC-1511-02,,,2022,3,N,N,GC,132,1/8/2023,4/27/2023, 5:30 PM,17:30:00, 6:30 PM,18:30:00
